Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
30/10/2004,17.00.00,3,7,1385,-200,18,7,1260,493,528,129,1850,1425,22
30/10/2004,18.00.00,4,3,1440,-200,22,4,1362,532,486,117,1968,1496,21
30/10/2004,19.00.00,4,9,1493,-200,25,3,1437,581,470,116,2015,1551,21
30/10/2004,20.00.00,4,1319,-200,17,7,1230,494,551,109,1785,1381,20,8
30/10/2004,21.00.00,2,8,1187,-200,13,8,1110,392,612,96,1658,1229,20
30/10/2004,22.00.00,2,4,1119,-200,10,2,984,311,688,90,1539,1082,20
30/10/2004,23.00.00,1,9,1100,-200,8,6,924,236,744,82,1494,963,19
31/10/2004,00.00.00,2,1076,-200,7,9,895,270,757,86,1492,939,19,3
31/10/2004,01.00.00,1,5,972,-200,5,7,799,199,833,72,1425,825,19
31/10/2004,02.00.00,1,3,973,-200,6,4,828,146,818,61,1445,811,19
31/10/2004,03.00.00,1,918,-200,4,6,742,-200,905,-200,1386,720,19,9
31/10/2004,04.00.00,-200,844,-200,2,7,630,74,1035,45,1320,627,18,4
31/10/2004,05.00.00,0,5,817,-200,2,1,588,55,1134,37,1310,589,18
31/10/2004,06.00.00,0,4,791,-200,1,2,519,43,1291,31,1295,540,18
31/10/2004,07.00.00,0,4,819,-200,1,4,537,46,1264,30,1315,551,20
31/10/2004,08.00.00,0,9,972,-200,4,6,743,139,944,41,1477,742,20
31/10/2004,09.00.00,1,3,997,-200,5,7,797,169,812,64,1470,824,19
31/10/2004,10.00.00,2,1,1194,-200,10,6,1000,254,653,74,1642,1059,22
31/10/2004,11.00.00,2,4,1240,-200,11,0,1014,303,628,77,1643,1144,23
31/10/2004,12.00.00,2,1117,-200,8,6,922,259,717,83,1585,994,24,3
31/10/2004,13.00.00,1,8,1141,-200,8,8,932,226,689,71,1595,1014,22
31/10/2004,14.00.00,1,5,1062,-200,7,5,880,161,719,62,1580,924,22
31/10/2004,15.00.00,1,6,1160,-200,11,6,1036,182,622,62,1727,1023,23
31/10/2004,16.00.00,2,2,1169,-200,10,1,983,289,672,79,1633,1033,23
31/10/2004,17.00.00,2,3,1185,-200,10,8,1006,340,666,93,1638,1065,22
31/10/2004,18.00.00,6,6,1571,-200,30,3,1559,544,440,106,2277,1516,21
31/10/2004,19.00.00,4,7,1464,-200,22,4,1362,543,487,100,1987,1648,21
31/10/2004,20.00.00,4,1,1423,-200,20,6,1314,501,508,89,1912,1466,20
31/10/2004,21.00.00,4,1,1318,-200,17,5,1226,521,543,83,1848,1365,20
31/10/2004,22.00.00,2,7,1229,-200,13,9,1114,352,598,76,1723,1247,19
31/10/2004,23.00.00,2,6,1187,-200,13,6,1105,321,611,68,1700,1183,19
01/11/2004,00.00.00,3,2,1353,-200,15,9,1176,318,584,69,1723,2150,20
01/11/2004,01.00.00,3,7,1407,-200,17,8,1235,338,548,77,1780,2519,20
01/11/2004,02.00.00,3,5,1333,-200,16,7,1201,353,552,68,1767,1925,19
01/11/2004,03.00.00,3,1269,-200,16,0,1181,-200,559,-200,1756,1762,19,1
01/11/2004,04.00.00,-200,1253,-200,16,9,1206,291,540,52,1779,1579,18,4
01/11/2004,05.00.00,2,7,1212,-200,15,0,1149,279,562,49,1710,1599,18
01/11/2004,06.00.00,1,8,1061,-200,9,6,962,200,679,45,1554,1395,19
01/11/2004,07.00.00,1,3,1028,-200,7,8,890,180,733,51,1525,1323,19
01/11/2004,08.00.00,1,5,1067,-200,8,7,928,213,711,51,1564,1309,19
01/11/2004,09.00.00,1,9,1111,-200,9,8,970,266,667,62,1594,1441,20
01/11/2004,10.00.00,2,2,1189,-200,12,4,1065,247,609,74,1683,1830,23
01/11/2004,11.00.00,2,6,1293,-200,13,9,1114,326,584,88,1702,1704,25
01/11/2004,12.00.00,2,7,1285,-200,12,5,1065,319,597,90,1686,1576,25
01/11/2004,13.00.00,2,5,1236,-200,10,9,1011,320,631,91,1706,1305,23
01/11/2004,14.00.00,1,5,1082,-200,6,5,834,174,747,64,1562,991,23
01/11/2004,15.00.00,2,1188,-200,9,4,954,216,664,72,1636,1148,23,9
01/11/2004,16.00.00,3,1,1348,-200,15,3,1157,376,564,88,1810,1307,23
01/11/2004,17.00.00,3,7,1394,-200,16,4,1193,496,547,110,1811,1386,23
01/11/2004,18.00.00,4,1472,-200,19,8,1290,523,510,95,1942,1420,21,8
01/11/2004,19.00.00,4,1,1291,-200,15,8,1174,465,567,91,1746,1341,21
01/11/2004,20.00.00,3,1,1264,-200,14,5,1133,407,593,94,1750,1258,21
01/11/2004,21.00.00,3,2,1264,-200,14,7,1138,412,579,86,1733,1245,20
01/11/2004,22.00.00,3,2,1260,-200,15,3,1160,403,568,79,1755,1231,19
01/11/2004,23.00.00,2,7,1184,-200,13,0,1084,357,612,71,1674,1151,19
02/11/2004,00.00.00,2,3,1122,-200,10,5,996,259,660,62,1586,1048,18
02/11/2004,01.00.00,1,6,983,-200,7,6,881,227,752,56,1472,928,18
02/11/2004,02.00.00,1,1,885,-200,4,8,753,147,878,49,1374,813,17
02/11/2004,03.00.00,0,7,825,-200,3,1,661,-200,987,-200,1334,753,17
02/11/2004,04.00.00,-200,791,-200,2,6,627,72,1069,38,1306,709,17,2
02/11/2004,05.00.00,0,6,802,-200,2,7,636,96,1016,35,1289,721,17
02/11/2004,06.00.00,0,5,804,-200,3,0,652,73,1054,37,1294,710,17
02/11/2004,07.00.00,1,5,1014,-200,8,7,927,309,747,56,1497,951,16
02/11/2004,08.00.00,3,4,1316,-200,20,7,1317,607,538,85,1860,1336,17
02/11/2004,09.00.00,4,4,1296,-200,25,2,1435,562,504,112,1899,1489,20
02/11/2004,10.00.00,4,4,1381,-200,23,6,1394,560,495,107,1911,1558,20
02/11/2004,11.00.00,5,8,1570,-200,32,9,1617,844,426,151,2170,1944,22
02/11/2004,12.00.00,4,9,1426,-200,25,6,1445,667,477,151,1970,1782,24
02/11/2004,13.00.00,5,1,1535,-200,31,2,1578,583,440,150,2125,1921,25
02/11/2004,14.00.00,7,5,1678,-200,37,9,1727,726,390,190,2318,2039,25
02/11/2004,15.00.00,5,8,1605,-200,32,3,1603,674,415,168,2199,1912,25
02/11/2004,16.00.00,5,9,1559,-200,31,5,1586,544,421,127,2197,1827,25
02/11/2004,17.00.00,6,8,1713,-200,38,0,1728,715,390,140,2386,1919,24
02/11/2004,18.00.00,7,9,1751,-200,44,1,1853,789,358,158,2496,2013,23
02/11/2004,19.00.00,8,1723,-200,44,9,1869,737,359,121,2563,1919,21,8
02/11/2004,20.00.00,9,2,1778,-200,48,2,1935,859,349,119,2643,1927,20
02/11/2004,21.00.00,5,9,1461,-200,29,1,1529,668,450,96,2111,1573,20
02/11/2004,22.00.00,3,7,1258,-200,19,1,1272,454,541,77,1804,1325,19
02/11/2004,23.00.00,2,6,1138,-200,13,9,1113,337,610,66,1641,1203,19
03/11/2004,00.00.00,1,1,936,-200,6,8,849,127,798,56,1381,947,20
03/11/2004,01.00.00,2,6,1167,-200,13,2,1090,281,626,62,1620,1106,18
03/11/2004,02.00.00,2,2,1071,-200,10,7,1003,252,665,58,1542,1045,17
03/11/2004,03.00.00,0,9,866,-200,4,1,717,-200,909,-200,1328,827,17
03/11/2004,04.00.00,-200,836,-200,2,9,647,65,985,37,1271,777,16,4
03/11/2004,05.00.00,0,5,823,-200,2,7,630,69,1033,35,1253,748,16
03/11/2004,06.00.00,0,7,890,-200,4,3,727,151,917,50,1290,833,16
03/11/2004,07.00.00,1,3,1019,-200,8,0,901,231,750,64,1438,960,17
03/11/2004,08.00.00,2,2,1177,-200,15,5,1166,297,621,75,1667,1157,18
03/11/2004,09.00.00,3,7,1348,-200,23,8,1398,515,505,101,1847,1444,20
03/11/2004,10.00.00,3,7,1341,-200,21,0,1323,499,516,94,1786,1522,23
03/11/2004,11.00.00,3,4,1307,-200,19,3,1278,445,527,95,1767,1452,26
03/11/2004,12.00.00,3,4,1305,-200,19,7,1287,464,525,124,1771,1437,26
03/11/2004,13.00.00,2,6,1177,-200,13,2,1090,298,612,86,1632,1209,26
03/11/2004,14.00.00,2,5,1192,-200,13,0,1085,266,617,79,1638,1170,26
03/11/2004,15.00.00,2,5,1214,-200,12,9,1080,323,611,87,1642,1190,26
03/11/2004,16.00.00,2,7,1240,-200,15,1,1152,352,575,94,1699,1278,25
03/11/2004,17.00.00,3,2,1271,-200,16,3,1188,372,563,107,1703,1305,25
03/11/2004,18.00.00,3,7,1333,-200,20,5,1312,383,520,107,1853,1364,23
03/11/2004,19.00.00,4,6,1390,-200,24,4,1414,455,487,117,1959,1428,23
03/11/2004,20.00.00,3,3,1266,-200,18,7,1261,355,541,97,1807,1285,22
03/11/2004,21.00.00,2,4,1140,-200,12,7,1072,267,626,90,1597,1143,21
03/11/2004,22.00.00,2,8,1240,-200,15,6,1168,308,582,86,1714,1235,20
03/11/2004,23.00.00,2,7,1187,-200,14,2,1122,313,589,77,1641,1208,19
04/11/2004,00.00.00,1,8,1043,-200,9,9,975,216,675,66,1489,1041,18
04/11/2004,01.00.00,1,1,948,-200,6,3,826,137,802,57,1382,897,19
04/11/2004,02.00.00,1,2,955,-200,5,2,775,140,831,55,1362,862,17
04/11/2004,03.00.00,0,8,915,-200,4,2,721,-200,891,-200,1315,816,16
04/11/2004,04.00.00,0,6,832,-200,2,9,644,94,990,40,1239,747,17
04/11/2004,05.00.00,0,5,846,-200,2,6,628,79,1025,40,1218,727,16
04/11/2004,06.00.00,0,7,897,-200,4,7,750,156,874,46,1270,799,15
04/11/2004,07.00.00,0,8,908,-200,5,1,767,153,868,53,1272,807,17
04/11/2004,08.00.00,3,5,1348,-200,22,2,1357,464,526,84,1833,1324,16
04/11/2004,09.00.00,3,6,1384,-200,23,3,1386,435,504,88,1833,1404,17
04/11/2004,10.00.00,-200,1473,-200,26,3,1463,683,462,143,1948,1605,20,6
04/11/2004,11.00.00,-200,1360,-200,19,7,1287,523,517,130,1755,1478,23,6
04/11/2004,12.00.00,-200,1305,-200,17,4,1223,460,545,120,1720,1414,23,7
04/11/2004,13.00.00,-200,1337,-200,20,2,1302,417,507,139,1786,1465,24,7
04/11/2004,14.00.00,-200,1414,-200,24,4,1414,486,478,139,1896,1588,25,9
04/11/2004,15.00.00,-200,1463,-200,24,5,1417,512,467,156,1900,1651,26,8
04/11/2004,16.00.00,-200,1530,-200,24,8,1425,595,457,143,1975,1652,26,6
04/11/2004,17.00.00,-200,1915,-200,45,9,1889,1052,340,186,2603,2110,24,8
04/11/2004,18.00.00,8,7,1882,-200,47,5,1920,1014,328,171,2609,2204,23
04/11/2004,19.00.00,5,8,1589,-200,33,0,1619,633,406,124,2216,1780,22
04/11/2004,20.00.00,4,3,1463,-200,27,2,1484,485,443,97,2011,1590,21
04/11/2004,21.00.00,3,6,1380,-200,21,8,1345,480,493,92,1856,1419,20
04/11/2004,22.00.00,3,9,1383,-200,21,3,1332,572,495,96,1855,1415,19
04/11/2004,23.00.00,2,4,1181,-200,13,3,1094,345,600,74,1599,1180,18
05/11/2004,00.00.00,1,6,1061,-200,8,8,931,195,699,65,1481,1015,18
05/11/2004,01.00.00,1,8,1091,-200,9,2,945,213,698,62,1467,1014,18
05/11/2004,02.00.00,1,5,1010,-200,7,6,884,216,719,59,1430,938,16
05/11/2004,03.00.00,0,7,868,-200,3,6,688,-200,922,-200,1249,777,17
05/11/2004,04.00.00,0,5,852,-200,2,8,639,73,1009,41,1204,723,16
05/11/2004,05.00.00,0,4,826,-200,2,2,601,67,1056,38,1180,702,16
05/11/2004,06.00.00,0,5,862,-200,3,4,677,96,973,43,1192,725,16
05/11/2004,07.00.00,0,8,951,-200,5,7,800,162,803,52,1257,836,16
05/11/2004,08.00.00,2,1210,-200,16,3,1188,305,583,75,1575,1129,16,2
05/11/2004,09.00.00,6,2,1601,-200,37,9,1727,725,389,118,2252,1718,16
05/11/2004,10.00.00,4,5,1477,-200,25,5,1443,658,469,126,1878,1646,19
05/11/2004,11.00.00,4,6,1458,-200,24,2,1408,710,471,151,1889,1664,20
05/11/2004,12.00.00,3,3,1354,-200,20,9,1321,445,504,107,1799,1496,20
05/11/2004,13.00.00,3,6,1385,-200,22,1,1354,455,490,114,1823,1506,21
05/11/2004,14.00.00,4,4,1460,-200,25,0,1430,524,466,125,1932,1604,23
05/11/2004,15.00.00,4,3,1492,-200,26,4,1463,527,460,138,1935,1632,24
05/11/2004,16.00.00,5,1569,-200,29,8,1547,601,435,144,2016,1736,24,7
05/11/2004,17.00.00,8,1,1870,-200,45,0,1871,1001,351,180,2483,2165,23
05/11/2004,18.00.00,8,1774,-200,42,8,1829,852,359,154,2457,2152,21,4
05/11/2004,19.00.00,3,6,1388,-200,22,4,1363,370,485,105,1815,1556,20
05/11/2004,20.00.00,2,9,1303,-200,15,9,1177,348,562,98,1619,1389,20
05/11/2004,21.00.00,2,7,1257,-200,14,3,1126,361,581,93,1599,1300,19
05/11/2004,22.00.00,1,9,1132,-200,10,7,1002,255,640,76,1474,1126,18
05/11/2004,23.00.00,1,3,1050,-200,7,6,881,162,732,69,1363,982,17
06/11/2004,00.00.00,1,2,1033,-200,6,7,842,166,756,66,1362,941,17
06/11/2004,01.00.00,1,8,1106,-200,9,0,938,247,685,76,1395,1010,16
06/11/2004,02.00.00,1,9,1107,-200,9,0,940,255,689,73,1403,985,15
06/11/2004,03.00.00,1,5,1011,-200,7,0,856,-200,769,-200,1341,889,15
06/11/2004,04.00.00,0,9,916,-200,4,3,726,129,879,54,1248,791,15
06/11/2004,05.00.00,0,5,852,-200,2,8,641,83,1012,44,1172,710,17
06/11/2004,06.00.00,0,6,889,-200,3,7,694,114,913,45,1198,743,14
06/11/2004,07.00.00,1,1,1002,-200,6,3,828,233,798,58,1307,857,14
06/11/2004,08.00.00,2,8,1231,-200,14,5,1134,448,587,87,1572,1143,14
06/11/2004,09.00.00,2,9,1212,-200,16,4,1191,455,551,97,1586,1210,15
06/11/2004,10.00.00,1,7,1121,-200,10,9,1012,254,650,80,1436,1060,18
06/11/2004,11.00.00,2,3,1260,-200,14,1,1121,313,568,82,1569,1252,20
06/11/2004,12.00.00,3,3,1391,-200,17,1,1214,490,518,112,1691,1435,20
06/11/2004,13.00.00,3,5,1463,-200,19,4,1280,496,482,121,1794,1544,20
06/11/2004,14.00.00,3,8,1464,-200,20,9,1321,514,475,132,1794,1600,21
06/11/2004,15.00.00,3,4,1412,-200,17,7,1230,454,516,141,1672,1534,22
06/11/2004,16.00.00,3,8,1450,-200,19,8,1292,507,495,130,1768,1495,21
06/11/2004,17.00.00,3,6,1416,-200,19,5,1283,474,510,113,1739,1442,20
06/11/2004,18.00.00,3,5,1346,-200,17,0,1211,404,540,101,1674,1340,20
06/11/2004,19.00.00,2,8,1273,-200,14,6,1137,356,586,91,1563,1231,20
06/11/2004,20.00.00,2,5,1206,-200,12,0,1049,345,634,90,1484,1128,19
06/11/2004,21.00.00,3,1,1252,-200,13,3,1094,395,615,90,1526,1188,19
06/11/2004,22.00.00,1,8,1069,-200,7,9,897,249,729,83,1364,998,19
06/11/2004,23.00.00,1,6,1061,-200,7,9,895,197,737,73,1359,944,18
07/11/2004,00.00.00,1,9,1072,-200,7,5,880,224,767,80,1318,928,18
07/11/2004,01.00.00,2,1075,-200,8,4,917,231,737,87,1354,1037,17,5
07/11/2004,02.00.00,1,4,992,-200,6,9,853,177,796,79,1305,930,17
07/11/2004,03.00.00,1,2,914,-200,4,6,741,-200,891,-200,1210,803,17
07/11/2004,04.00.00,-200,854,-200,3,8,700,98,980,56,1151,665,17,0
07/11/2004,05.00.00,0,7,774,-200,2,1,591,64,1151,42,1044,533,16
07/11/2004,06.00.00,0,4,757,-200,1,5,542,44,1339,31,1004,449,15
07/11/2004,07.00.00,0,4,752,-200,1,2,516,53,1370,35,997,440,15
07/11/2004,08.00.00,0,5,757,-200,1,6,551,94,1295,51,967,453,14
07/11/2004,09.00.00,0,7,777,-200,1,9,580,100,1263,58,963,465,15
07/11/2004,10.00.00,0,7,774,-200,2,0,583,98,1246,57,966,457,16
07/11/2004,11.00.00,0,7,805,-200,2,7,632,115,1176,63,1033,475,18
07/11/2004,12.00.00,1,838,-200,3,6,686,115,1083,61,1046,532,18,0
07/11/2004,13.00.00,1,824,-200,3,7,695,76,1091,34,1035,526,17,6
07/11/2004,14.00.00,0,9,812,-200,3,9,704,55,1055,26,1044,520,17
07/11/2004,15.00.00,0,9,806,-200,3,8,702,59,1052,28,1035,500,17
07/11/2004,16.00.00,0,9,789,-200,3,4,675,95,1121,50,974,482,16
07/11/2004,17.00.00,1,1,821,-200,4,0,713,107,1067,55,1030,539,16
07/11/2004,18.00.00,3,2,1024,-200,14,3,1127,189,704,84,1346,943,14
07/11/2004,19.00.00,3,1,1009,-200,10,5,995,386,784,140,1201,1016,14
07/11/2004,20.00.00,3,1,1064,-200,12,2,1055,412,738,138,1242,1063,14
07/11/2004,21.00.00,2,3,1001,-200,11,4,1029,342,733,127,1255,1034,13
07/11/2004,22.00.00,1,8,927,-200,7,3,868,255,847,117,1155,864,12
07/11/2004,23.00.00,0,8,819,-200,2,4,613,89,1118,57,1060,500,9
08/11/2004,00.00.00,0,9,847,-200,2,7,630,106,1057,59,1091,537,10
08/11/2004,01.00.00,0,8,798,-200,2,5,621,109,1115,62,1041,524,10
08/11/2004,02.00.00,0,7,757,-200,1,7,561,67,1192,42,998,457,11
08/11/2004,03.00.00,0,4,703,-200,0,5,446,-200,1523,-200,918,360,11
08/11/2004,04.00.00,0,2,689,-200,0,3,407,13,1757,13,895,333,11
08/11/2004,05.00.00,0,2,698,-200,0,4,424,20,1665,18,903,339,10
08/11/2004,06.00.00,0,3,720,-200,0,6,458,33,1536,26,917,358,10
08/11/2004,07.00.00,0,7,797,-200,2,1,593,146,1212,72,984,494,10
08/11/2004,08.00.00,1,7,950,-200,7,4,875,359,850,131,1179,828,10
08/11/2004,09.00.00,1,8,887,-200,5,9,809,322,899,133,1111,769,10
08/11/2004,10.00.00,1,5,850,-200,4,8,755,293,966,116,1051,714,12
08/11/2004,11.00.00,1,3,836,-200,4,5,740,255,987,117,1046,672,12
08/11/2004,12.00.00,1,2,827,-200,5,1,768,233,972,103,1040,671,13
08/11/2004,13.00.00,1,3,819,-200,6,0,810,220,947,100,1027,631,13
08/11/2004,14.00.00,1,8,919,-200,10,0,978,246,820,105,1180,805,13
08/11/2004,15.00.00,1,7,897,-200,7,8,890,272,850,121,1139,808,11
08/11/2004,16.00.00,2,2,973,-200,11,2,1023,358,780,132,1226,964,13
08/11/2004,17.00.00,3,2,1065,-200,17,0,1211,514,669,156,1364,1188,13
08/11/2004,18.00.00,5,9,1341,-200,31,0,1575,742,503,183,1778,1571,11
08/11/2004,19.00.00,6,6,1303,-200,28,9,1524,-200,515,-200,1744,1580,10
08/11/2004,20.00.00,-200,1189,-200,23,1,1381,-200,566,-200,1574,1426,9,5
08/11/2004,21.00.00,-200,1054,-200,13,7,1106,-200,679,-200,1297,1239,8,6
08/11/2004,22.00.00,-200,943,-200,8,0,900,-200,816,-200,1129,1064,8,5
08/11/2004,23.00.00,-200,903,-200,7,4,872,-200,855,-200,1108,987,7,9
09/11/2004,00.00.00,-200,858,-200,4,9,760,-200,940,-200,1049,873,7,1
09/11/2004,01.00.00,-200,821,-200,3,7,696,-200,1032,-200,1013,783,7,2
09/11/2004,02.00.00,-200,781,-200,2,9,645,-200,1088,-200,986,719,5,6
09/11/2004,03.00.00,-200,741,-200,1,9,580,-200,1224,-200,952,660,5,1
09/11/2004,04.00.00,-200,720,-200,1,4,540,-200,1296,-200,938,613,4,4
09/11/2004,05.00.00,-200,733,-200,1,9,574,-200,1238,-200,964,627,4,1
09/11/2004,06.00.00,-200,780,-200,3,2,666,-200,1099,-200,1003,697,3,2
09/11/2004,07.00.00,-200,915,-200,7,4,873,-200,873,-200,1135,915,3,7
09/11/2004,08.00.00,-200,1228,-200,22,4,1362,-200,575,-200,1543,1399,4,9
09/11/2004,09.00.00,-200,1239,-200,22,8,1373,-200,550,-200,1593,1495,7,1
09/11/2004,10.00.00,-200,1209,-200,18,5,1255,-200,588,-200,1447,1499,8,1
09/11/2004,11.00.00,-200,1257,-200,20,4,1308,-200,548,-200,1466,1720,11,1
09/11/2004,12.00.00,-200,1007,-200,10,6,1000,-200,727,-200,1197,1210,11,3
09/11/2004,13.00.00,-200,1020,-200,11,8,1041,-200,733,-200,1245,1123,12,5
09/11/2004,14.00.00,-200,1094,-200,14,8,1144,-200,669,-200,1327,1209,12,5
09/11/2004,15.00.00,2,1,1045,-200,13,1,1087,-200,712,-200,1270,1144,12
09/11/2004,16.00.00,1,5,909,-200,7,5,879,-200,874,-200,1083,847,13
09/11/2004,17.00.00,1,6,1013,-200,8,1,905,-200,816,-200,1201,923,11
09/11/2004,18.00.00,3,5,1236,-200,16,9,1206,-200,615,-200,1523,1166,8
09/11/2004,19.00.00,4,6,1275,-200,19,9,1294,-200,570,-200,1605,1280,8
09/11/2004,20.00.00,4,7,1237,-200,16,5,1194,-200,615,-200,1508,1193,8
09/11/2004,21.00.00,3,1101,-200,9,6,963,-200,748,-200,1320,966,8,0
09/11/2004,22.00.00,1,5,962,-200,5,3,778,-200,911,-200,1162,752,7
09/11/2004,23.00.00,0,9,841,-200,3,5,680,-200,1052,-200,1067,594,6
10/11/2004,00.00.00,0,8,831,-200,2,5,620,-200,1164,-200,1039,545,6
10/11/2004,01.00.00,0,7,843,-200,2,5,622,-200,1146,-200,1060,555,6
10/11/2004,02.00.00,0,6,798,-200,2,2,600,-200,1151,-200,1049,543,7
10/11/2004,03.00.00,0,3,730,-200,0,8,477,-200,1433,-200,950,420,7
10/11/2004,04.00.00,0,2,715,-200,0,5,445,32,1601,29,925,373,8
10/11/2004,05.00.00,0,2,726,-200,0,5,443,29,1663,26,942,363,8
10/11/2004,06.00.00,0,3,771,-200,0,9,490,48,1419,39,990,411,6
10/11/2004,07.00.00,0,5,805,-200,1,6,555,113,1255,72,1019,496,6
10/11/2004,08.00.00,1,4,958,-200,5,8,803,267,910,128,1172,738,7
10/11/2004,09.00.00,2,1021,-200,9,5,959,332,760,149,1297,910,7,9
10/11/2004,10.00.00,1,6,969,-200,6,7,843,354,857,165,1213,821,6
10/11/2004,11.00.00,1,3,923,-200,4,4,733,316,962,150,1124,740,6
10/11/2004,12.00.00,1,4,973,-200,6,8,850,395,868,165,1213,852,8
10/11/2004,13.00.00,1,9,996,-200,7,8,893,391,808,175,1237,895,9
10/11/2004,14.00.00,2,7,1055,-200,10,8,1007,457,736,145,1301,1019,10
10/11/2004,15.00.00,2,1,1023,-200,9,8,971,448,752,98,1283,993,11
10/11/2004,16.00.00,2,4,1039,-200,11,3,1024,543,721,105,1325,1043,11
10/11/2004,17.00.00,2,7,1051,-200,12,3,1061,574,696,106,1333,1111,10
10/11/2004,18.00.00,2,5,1050,-200,12,6,1070,435,699,141,1334,1087,10
10/11/2004,19.00.00,3,7,1156,-200,17,0,1209,504,614,177,1467,1250,10
10/11/2004,20.00.00,4,6,1277,-200,21,4,1335,586,551,182,1636,1331,10
10/11/2004,21.00.00,3,9,1172,-200,15,3,1159,580,621,193,1461,1243,10
10/11/2004,22.00.00,2,2,1048,-200,9,9,973,346,731,148,1298,1074,10
10/11/2004,23.00.00,2,7,1144,-200,13,4,1096,531,643,167,1394,1258,10
11/11/2004,00.00.00,2,6,1104,-200,11,2,1023,477,677,158,1314,1189,9
11/11/2004,01.00.00,2,1,1038,-200,9,4,957,344,713,132,1271,1092,9
11/11/2004,02.00.00,1,4,960,-200,6,6,838,219,797,97,1189,996,9
11/11/2004,03.00.00,1,2,934,-200,5,5,787,-200,822,-200,1147,974,8
11/11/2004,04.00.00,1,1,930,-200,5,4,784,174,850,74,1151,902,7
11/11/2004,05.00.00,1,1,918,-200,5,3,778,165,864,68,1136,859,7
11/11/2004,06.00.00,1,1,952,-200,6,1,814,250,804,89,1153,970,8
11/11/2004,07.00.00,1,5,1019,-200,8,1,905,388,757,117,1244,1062,8
11/11/2004,08.00.00,3,1,1287,-200,17,3,1218,758,580,190,1580,1304,9
11/11/2004,09.00.00,6,8,1578,-200,32,3,1605,1247,429,211,2032,1643,9
11/11/2004,10.00.00,5,4,1417,-200,24,1,1407,1110,490,190,1709,1488,10
11/11/2004,11.00.00,4,5,1392,-200,21,0,1325,1145,511,194,1631,1465,11
11/11/2004,12.00.00,3,1147,-200,12,7,1073,720,628,210,1415,1198,11,8
11/11/2004,13.00.00,2,8,1150,-200,13,6,1105,557,629,199,1450,1160,12
11/11/2004,14.00.00,3,9,1252,-200,18,0,1240,678,564,178,1614,1277,13
11/11/2004,15.00.00,3,4,1186,-200,14,3,1125,659,617,184,1493,1171,12
11/11/2004,16.00.00,3,2,1172,-200,13,7,1107,552,629,186,1449,1106,12
11/11/2004,17.00.00,2,8,1109,-200,11,2,1021,395,689,168,1361,1036,11
11/11/2004,18.00.00,3,9,1201,-200,16,5,1196,573,597,187,1546,1196,11
11/11/2004,19.00.00,3,5,1189,-200,16,1,1183,463,603,166,1534,1170,12
11/11/2004,20.00.00,4,7,1282,-200,20,6,1312,568,551,177,1671,1312,12
11/11/2004,21.00.00,4,6,1207,-200,16,8,1203,706,625,207,1570,1251,13
11/11/2004,22.00.00,1,2,904,-200,4,8,754,193,930,114,1172,805,12
11/11/2004,23.00.00,1,1,900,-200,4,0,711,151,975,84,1153,736,12
12/11/2004,00.00.00,1,2,932,-200,4,5,740,167,926,92,1180,774,12
12/11/2004,01.00.00,1,6,968,-200,5,4,785,239,872,111,1209,826,12
12/11/2004,02.00.00,0,7,827,-200,2,4,610,102,1092,71,1120,636,13
12/11/2004,03.00.00,0,4,789,-200,1,2,515,-200,1276,-200,1054,516,13
12/11/2004,04.00.00,-200,812,-200,1,6,549,55,1213,43,1079,531,13,8
12/11/2004,05.00.00,0,6,811,-200,1,7,559,71,1170,50,1085,558,13
12/11/2004,06.00.00,0,5,827,-200,1,7,560,79,1169,53,1087,565,13
12/11/2004,07.00.00,0,6,849,-200,2,3,604,117,1086,67,1108,604,14
12/11/2004,08.00.00,1,4,1001,-200,5,7,798,266,855,113,1257,794,14
12/11/2004,09.00.00,2,1021,-200,7,9,896,340,741,140,1314,907,14,2
12/11/2004,10.00.00,1,6,978,-200,6,4,831,257,807,116,1257,838,14
12/11/2004,11.00.00,1,6,996,-200,6,9,855,311,793,122,1277,884,16
12/11/2004,12.00.00,1,7,1014,-200,6,7,843,279,791,116,1297,866,16
12/11/2004,13.00.00,2,1061,-200,8,7,928,267,730,118,1366,909,17,4
12/11/2004,14.00.00,2,3,1092,-200,9,9,975,310,690,125,1418,990,17
12/11/2004,15.00.00,2,4,1129,-200,11,4,1028,352,661,126,1480,1050,17
12/11/2004,16.00.00,2,2,1077,-200,9,8,969,337,690,135,1405,1023,16
12/11/2004,17.00.00,2,6,1153,-200,12,9,1079,358,635,140,1496,1103,17
12/11/2004,18.00.00,4,1234,-200,16,6,1197,547,575,163,1597,1239,16,2
12/11/2004,19.00.00,5,2,1319,-200,20,8,1319,600,539,178,1735,1384,16
12/11/2004,20.00.00,3,9,1251,-200,18,8,1264,470,561,160,1677,1289,16
12/11/2004,21.00.00,3,8,1165,-200,12,6,1070,522,650,166,1467,1180,15
12/11/2004,22.00.00,1,6,954,-200,5,9,807,208,833,115,1243,855,15
12/11/2004,23.00.00,1,5,971,-200,6,1,818,205,828,107,1252,857,15
13/11/2004,00.00.00,1,6,961,-200,5,0,765,217,865,108,1212,811,15
13/11/2004,01.00.00,1,5,952,-200,4,9,758,216,876,111,1203,794,15
